,订单id,交易id,父交易id,交易金额,错误码,交易类别,交易状态,交易创建日期
9930,206404457981,241483748861,,41.48,,sale,success,2017-01-15
9931,206410978813,241490892285,,84.58,,sale,success,2017-01-15
9932,181361513981,241663088125,211727128061,47.6,,refund,success,2017-01-15
9933,178996319741,241667872253,208853964285,32.5,,refund,success,2017-01-15
9934,206575670781,241678816765,,52.0,,sale,success,2017-01-15
9935,206631409149,241738880509,,79.0,,sale,success,2017-01-15
9936,206774703613,241906095613,,142.0,,sale,success,2017-01-15
9937,206775752189,241907406333,,69.5,,sale,success,2017-01-15
9938,207023904253,242192258557,,290.93,card_declined,sale,failure,2017-01-16
9939,207023904253,242195404285,,290.93,,sale,success,2017-01-16
9940,207094552061,242285024765,,75.0,incorrect_cvc,sale,failure,2017-01-16
9941,207094552061,242285352445,,75.0,,sale,success,2017-01-16
9942,207099565565,242291250685,,43.0,,sale,success,2017-01-16
9943,207180469757,242391029245,,39.0,,sale,success,2017-01-16
9944,207374063101,242647569917,,35.0,,sale,success,2017-01-17
9945,207405815293,242688759293,,106.88,,sale,success,2017-01-17
9946,198655022589,242689152509,232915867133,47.0,,refund,success,2017-01-17
9947,207413319165,242697737725,,15.0,,sale,success,2017-01-17
9948,207413319165,242697770493,,19.0,,sale,success,2017-01-17
9949,199730501117,242701440509,234167997949,40.0,,refund,success,2017-01-17
9950,207425902077,242712057341,,17.78,,sale,success,2017-01-17
9951,207426131453,242712319485,,13.97,,sale,success,2017-01-17
9952,207431308797,242718676477,,50.0,,sale,success,2017-01-17
9953,207433405949,242721166845,,11.0,,sale,success,2017-01-17
9954,207435503101,242724673021,,24.0,,sale,success,2017-01-17
9955,207436027389,242725328381,,24.0,,sale,success,2017-01-17
9956,207436289533,242725590525,,44.0,,sale,success,2017-01-17
9957,207445562877,242736371197,,21.01,,sale,success,2017-01-17
9958,207455753725,242747839997,,97.0,,sale,success,2017-01-17
9959,207459489277,242752034301,,11.31,,sale,success,2017-01-17
9960,207462897149,242755966461,,27.0,,sale,success,2017-01-17
9961,207464044029,242757244413,,25.32,,sale,success,2017-01-17
9962,207468205565,242762356221,,11.0,,sale,success,2017-01-17
9963,207471580669,242766550525,,19.97,,sale,success,2017-01-17
9964,207475217917,242770974205,,11.31,,sale,success,2017-01-17
9965,207478429181,242774775293,,42.56,,sale,success,2017-01-17
9966,207487342077,242785359357,,11.0,,sale,success,2017-01-17
9967,207492126205,242791421437,,40.0,,sale,success,2017-01-17
9968,207493600765,242793190909,,37.0,,sale,success,2017-01-17
9969,207493830141,242793420285,,25.32,,sale,success,2017-01-17
9970,196133197309,242797188605,229954033149,58.0,,refund,success,2017-01-17
9971,180368086525,242797385213,210523592189,44.18,,refund,success,2017-01-17
9972,193757353469,242797516285,226949109245,68.0,,refund,success,2017-01-17
9973,199190353405,242798630397,233567753725,34.48,,refund,success,2017-01-17
9974,207498417661,242798958077,,44.0,,sale,success,2017-01-17
9975,194896172541,242799220221,228374648317,58.0,,refund,success,2017-01-17
9976,194784728573,242800399869,228241774077,19.0,,refund,success,2017-01-17
9977,194784728573,242800563709,228241774077,25.0,,refund,success,2017-01-17
9978,180890244605,242800956925,211183932925,39.22,,refund,success,2017-01-17
9979,181166347773,242801415677,211511055869,68.0,,refund,success,2017-01-17
9980,193920800253,242802071037,227152598525,113.0,,refund,success,2017-01-17
9981,192587503101,242802398717,225449383421,102.36,,refund,success,2017-01-17
9982,194787022333,242802693629,228244821501,45.0,,refund,success,2017-01-17
9983,191528801789,242803250685,224115889661,58.0,,refund,success,2017-01-17
9984,189241071101,242803938813,221317567997,42.0,,refund,success,2017-01-17
9985,207506445821,242808821245,,53.33,,sale,success,2017-01-17
9986,207507199485,242809705981,,53.33,,sale,success,2017-01-17
9987,207520896509,242826352125,,11.31,,sale,success,2017-01-17
9988,207523190269,242829039101,,24.0,,sale,success,2017-01-17
9989,207524075005,242830382589,,25.32,,sale,success,2017-01-17
9990,207525385725,242831857149,,28.55,,sale,success,2017-01-17
9991,207529809405,242837231101,,100.0,,sale,success,2017-01-17
9992,207529809405,242837263869,,2.0,,sale,success,2017-01-17
9993,207530825213,242838574589,,11.0,,sale,success,2017-01-17
9994,207534593533,242843063805,,11.31,,sale,success,2017-01-17
9995,207539508733,242849256957,,24.0,,sale,success,2017-01-17
9996,207543932413,242853975549,,55.0,,sale,success,2017-01-17
9997,207574898173,242889823741,,44.0,,sale,success,2017-01-17
9998,207575029245,242889954813,,68.0,,sale,success,2017-01-17
9999,207589316093,242906928637,,28.55,,sale,success,2017-01-17
10000,207589479933,242907256317,,27.0,,sale,success,2017-01-17
10001,207590692349,242908927485,,60.0,,sale,success,2017-01-17
10002,207593543165,242912105981,,28.55,,sale,success,2017-01-17
10003,207597147645,242916070909,,39.33,,sale,success,2017-01-17
10004,207602947581,242922558973,,46.0,,sale,success,2017-01-17
10005,207608681981,242929833469,,11.31,,sale,success,2017-01-17
10006,207619298813,242945758717,,62.0,,sale,success,2017-01-17
10007,207622182397,242949428733,,60.0,,sale,success,2017-01-17
10008,207624246781,242951886333,,11.31,,sale,success,2017-01-17
10009,207626540541,242954769917,,11.0,,sale,success,2017-01-17
10010,207633028605,242963715581,,79.0,,sale,success,2017-01-18
10011,207665468925,243007297021,,364.0,,sale,success,2017-01-18
10012,207696336381,243045930493,,20.0,,sale,success,2017-01-18
10013,207706691069,243058251261,,25.32,,sale,success,2017-01-18
10014,207818364413,243199383037,,11.0,,sale,success,2017-01-18
10015,207539508733,243207083517,242849256957,17.0,,refund,success,2017-01-18
10016,207847069181,243234379261,,24.0,,sale,success,2017-01-18
10017,193347261949,243251516925,226446284285,94.0,,refund,success,2017-01-18
10018,194866419197,243252794877,228339422717,65.0,,refund,success,2017-01-18
10019,194715850237,243252991485,228156872189,32.0,,refund,success,2017-01-18
10020,195173127677,243253286397,228737848829,68.0,,refund,success,2017-01-18
10021,207942784509,243333862909,,123.91,,sale,success,2017-01-18
10022,208004191741,243389863421,,26.0,incorrect_zip,sale,failure,2017-01-18
10023,208004191741,243391370749,,26.0,,sale,success,2017-01-18
10024,208189330941,243575494141,,28.55,,sale,success,2017-01-18
10025,208298120701,243683005949,,37.0,,sale,success,2017-01-18
10026,208316339709,243704731133,,62.8,,sale,success,2017-01-18
10027,208327677437,243718526461,,24.0,,sale,success,2017-01-18
10028,208328136189,243719017981,,35.8,,sale,success,2017-01-18
10029,208415397373,243835246077,,73.0,,sale,success,2017-01-19
10030,208440268285,243866408445,,39.0,,sale,success,2017-01-19
10031,207539508733,243931583997,242849256957,7.0,,refund,success,2017-01-19
10032,171883107837,243934893565,200266651133,83.0,,refund,success,2017-01-19
10033,176032388605,243935548925,205271537149,116.0,,refund,success,2017-01-19
10034,208555677181,244004984317,,30.0,,sale,success,2017-01-19
10035,208555677181,244005049853,,20.0,,sale,success,2017-01-19
10036,208580744701,244034442749,,173.48,,sale,success,2017-01-19
10037,208598341117,244054496765,,113.0,,sale,success,2017-01-19
10038,208609547773,244061443581,,50.0,,sale,success,2017-01-19
10039,206404457981,244083660285,241483748861,41.48,,refund,success,2017-01-19
10040,208328136189,244083725821,243719017981,35.8,,refund,success,2017-01-19
10041,208440268285,244083758589,243866408445,39.0,,refund,success,2017-01-19
10042,206575670781,244084807165,241678816765,52.0,,refund,success,2017-01-19
10043,208630945277,244086773245,,45.0,,sale,failure,2017-01-19
10044,208630945277,244087264765,,45.0,,sale,success,2017-01-19
10045,200574670333,244093294077,235232564733,25.0,,refund,success,2017-01-19
10046,208647656957,244107187709,,31.24,,sale,success,2017-01-19
10047,208703165949,244170200573,,64.0,,sale,success,2017-01-19
10048,208729511421,244200117757,,98.59,,sale,success,2017-01-19
10049,208735868413,244207162877,,55.0,,sale,success,2017-01-19
10050,208752383485,244226659837,,34.0,,sale,success,2017-01-19
10051,208758904317,244234229245,,27.0,,sale,success,2017-01-19
10052,208768177661,244245173757,,17.78,,sale,success,2017-01-19
10053,208768636413,244245763581,,25.32,,sale,success,2017-01-19
10054,208779122173,244258772477,,117.0,,sale,success,2017-01-19
10055,208797406717,244280694269,,53.33,,sale,success,2017-01-20
10056,208865662461,244364285437,,103.0,,sale,success,2017-01-20
10057,208900298237,244405933565,,11.0,,sale,success,2017-01-20
10058,208952858109,244465899005,,42.56,,sale,success,2017-01-20
10059,208974288381,244489819645,,55.49,,sale,success,2017-01-20
10060,208993162749,244511020541,,31.78,,sale,success,2017-01-20
10061,209000699389,244519474685,,50.0,,sale,success,2017-01-20
10062,209005876733,244525307389,,26.0,,sale,success,2017-01-20
10063,209023112701,244545099261,,80.27,,sale,success,2017-01-20
10064,209030387197,244553815549,,39.33,,sale,success,2017-01-20
10065,209038611965,244563416573,,20.0,,sale,success,2017-01-20
10066,209039496701,244564596221,,64.0,,sale,success,2017-01-20
10067,209058338301,244587009533,,17.0,,sale,success,2017-01-20
10068,209112765949,244650743293,,44.0,,sale,success,2017-01-20
10069,209146713597,244691473917,,86.0,,sale,success,2017-01-20
10070,209192621565,244744984061,,96.0,,sale,failure,2017-01-21
10071,209192621565,244745115133,,96.0,,sale,failure,2017-01-21
10072,209192621565,244746294781,,96.0,,sale,success,2017-01-21
10073,209257895421,244822283773,,24.0,,sale,success,2017-01-21
10074,209316877821,244890932733,,53.33,,sale,success,2017-01-21
10075,209331295741,244908037629,,32.0,,sale,success,2017-01-21
10076,209372845565,244955289085,,136.84,,sale,success,2017-01-21
10077,209382512125,244966823421,,11.31,,sale,success,2017-01-21
10078,209386640893,244971083261,,111.52,,sale,pending,2017-01-21
10079,209400993277,244987794941,,171.6,,sale,success,2017-01-21
10080,209410463229,244998739453,,98.0,,sale,success,2017-01-21
10081,209444115965,245037864445,,178.0,,sale,success,2017-01-21
10082,209486779901,245088294397,,17.0,,sale,success,2017-01-21
10083,209493530109,245096158717,,59.0,,sale,success,2017-01-21
10084,210479879677,246495122941,,11.31,,sale,success,2017-01-24
10085,209514173949,245123356157,,60.88,,sale,success,2017-01-22
10086,209572107773,245199410685,,228.0,,sale,success,2017-01-22
10087,209601861117,245238765053,,39.33,,sale,success,2017-01-22
10088,209660974589,245320979965,,36.09,,sale,success,2017-01-22
10089,209663989245,245324977661,,200.0,,sale,success,2017-01-22
10090,209663989245,245325010429,,1.0,,sale,success,2017-01-22
10091,192371332605,245392709117,225172198909,349.11,,refund,success,2017-01-22
10092,197023602173,245393135101,230971872765,30.17,,refund,success,2017-01-22
10093,185931240957,245393528317,217330685437,34.48,,refund,success,2017-01-22
10094,196095710717,245394118141,229903930877,65.0,,refund,success,2017-01-22
10095,187330270717,245394511357,219023087101,45.0,,refund,success,2017-01-22
10096,193132860925,245394970109,226178962941,110.0,,refund,success,2017-01-22
10097,209729689085,245407454717,,139.5,,sale,success,2017-01-22
10098,209850799613,245549372925,,86.0,,sale,success,2017-01-22
10099,201494074877,245786809853,236192241149,65.0,,refund,success,2017-01-23
10100,210042066429,245787170301,,75.0,,sale,success,2017-01-23
10101,210048259581,245794084349,,73.81,,sale,success,2017-01-23
10102,210078438909,245831669245,,59.2,,sale,success,2017-01-23
10103,210113336829,245879019005,,67.0,,sale,success,2017-01-23
10104,210155214333,245930104317,,30.0,,sale,success,2017-01-23
10105,194056132093,245942982141,227349796349,11.1,,refund,success,2017-01-23
10106,210213803517,245999310333,,46.87,,sale,success,2017-01-23
10107,210236413437,246156432893,,11.0,,sale,success,2017-01-23
10108,210264954365,246195688957,,59.0,,sale,success,2017-01-23
10109,210280715773,246224262653,,163.78,,sale,success,2017-01-24
10110,210284549629,246229538301,,27.0,,sale,success,2017-01-24
10111,210311222781,246283081213,,72.0,,sale,success,2017-01-24
10112,181561955837,246423393789,211949753853,7.0,,refund,success,2017-01-24
10113,199522489853,246525302269,233948255741,66.81,,refund,success,2017-01-24
10114,196711257597,246525793789,230600218109,126.0,,refund,success,2017-01-24
10115,196711257597,246525859325,230600218109,32.0,,refund,success,2017-01-24
10116,199777555965,246526055933,234230322685,58.0,,refund,success,2017-01-24
10117,178893559293,246526383613,208724727293,97.0,,refund,success,2017-01-24
10118,210534798845,246560396797,,53.8,,sale,success,2017-01-24
10119,210541450749,246568326653,,92.5,,sale,success,2017-01-24
10120,210546857469,246574618109,,62.8,,sale,success,2017-01-24
10121,210566157821,246597031421,,200.0,,sale,success,2017-01-24
10122,210566157821,246597064189,,17.0,,sale,success,2017-01-24
10123,210580116989,246613120509,,78.0,,sale,success,2017-01-24
10124,210590471677,246624851453,,25.0,,sale,success,2017-01-24
10125,210615997949,246656046589,,93.2,,sale,success,2017-01-24
10126,210659153405,246709327357,,11.31,,sale,success,2017-01-24
10127,210748642813,246825686525,,292.0,,sale,success,2017-01-25
10128,210848650749,246951646717,,25.32,incorrect_cvc,sale,failure,2017-01-25
10129,210848650749,246952039933,,25.32,,sale,success,2017-01-25
10130,210923034109,247042151933,,55.0,,sale,success,2017-01-25
10131,210943514109,247066400253,,67.0,,sale,success,2017-01-25
10132,210974643709,247104017917,,28.55,,sale,success,2017-01-25
10133,210977232381,247107196413,,202.68,,sale,success,2017-01-25
10134,211022419453,247167555069,,71.8,,sale,success,2017-01-25
10135,211054302717,247207499261,,35.0,,sale,failure,2017-01-25
10136,211054302717,247207630333,,35.0,,sale,success,2017-01-25
10137,211075208701,247236892157,,107.75,,sale,success,2017-01-26
10138,211176166909,247363737085,,87.0,,sale,success,2017-01-26
10139,211208476157,247402796541,,53.33,,sale,success,2017-01-26
10140,201522288125,247479834109,236227597821,42.0,,refund,success,2017-01-26
10141,194510657021,247481964029,227913471485,28.29,,refund,success,2017-01-26
10142,211372512765,247595472381,,100.0,,sale,success,2017-01-26
10143,211380180477,247604221437,,80.27,,sale,success,2017-01-26
10144,211384669693,247609234941,,53.33,,sale,success,2017-01-26
10145,211388405245,247613691389,,11.31,,sale,success,2017-01-26
10146,211410851325,247640200701,,44.71,,sale,success,2017-01-26
10147,211411342845,247640823293,,42.0,,sale,success,2017-01-26
10148,211412620797,247642134013,,80.27,,sale,success,2017-01-26
10149,211412817405,247642363389,,38.5,,sale,success,2017-01-26
10150,211413538301,247643149821,,32.0,,sale,success,2017-01-26
10151,211413603837,247643248125,,79.0,,sale,success,2017-01-26
10152,211414324733,247644132861,,44.71,,sale,success,2017-01-26
10153,211415504381,247645476349,,52.0,,sale,success,2017-01-26
10154,211416061437,247646066173,,28.55,,sale,success,2017-01-26
10155,211416618493,247646754301,,50.0,,sale,success,2017-01-26
10156,211417437693,247647606269,,27.0,,sale,success,2017-01-26
10157,211417503229,247647704573,,38.5,,sale,success,2017-01-26
10158,211418289661,247648556541,,42.0,,sale,success,2017-01-26
10159,211418355197,247648622077,,42.0,,sale,success,2017-01-26
10160,211418486269,247648720381,,52.0,,sale,success,2017-01-26
10161,211418617341,247648785917,,38.5,incorrect_zip,sale,failure,2017-01-26
10162,211418617341,247648916989,,38.5,,sale,success,2017-01-26
10163,211421402621,247652161021,,32.0,,sale,success,2017-01-26
10164,211423729149,247654618621,,28.55,,sale,success,2017-01-26
10165,211425629693,247656453629,,52.0,card_declined,sale,failure,2017-01-26
10166,211425859069,247656617469,,50.0,incorrect_zip,sale,failure,2017-01-26
10167,211425629693,247656683005,,52.0,,sale,success,2017-01-26
10168,211425662461,247656715773,,42.0,,sale,success,2017-01-26
10169,211425859069,247656912381,,50.0,,sale,success,2017-01-26
10170,211428742653,247660877309,,156.0,,sale,success,2017-01-26
10171,211433002493,247665595901,,68.0,,sale,success,2017-01-26
10172,211433100797,247665661437,,44.71,,sale,success,2017-01-26
10173,211439162877,247672968701,,76.0,,sale,success,2017-01-26
10174,211442275837,247676966397,,37.0,,sale,success,2017-01-26
10175,211442603517,247677294077,,29.5,,sale,success,2017-01-26
10176,211444405757,247679358461,,42.0,,sale,success,2017-01-26
10177,211445618173,247680701949,,42.0,,sale,success,2017-01-26
10178,211445782013,247680833021,,77.0,,sale,success,2017-01-26
10179,211447027197,247682373117,,46.5,,sale,success,2017-01-26
10180,211447617021,247683028477,,54.0,,sale,success,2017-01-26
10181,211448108541,247683782141,,17.78,,sale,success,2017-01-26
10182,211449255421,247685125629,,50.0,,sale,success,2017-01-26
10183,211450795517,247686305277,,32.0,incorrect_zip,sale,failure,2017-01-26
10184,211450795517,247686796797,,32.0,,sale,success,2017-01-26
10185,211453023741,247689844221,,47.5,,sale,success,2017-01-26
10186,211453613565,247690630653,,55.49,,sale,success,2017-01-26
10187,211453711869,247690728957,,87.0,,sale,success,2017-01-26
10188,211458070013,247695840765,,28.55,,sale,success,2017-01-26
10189,211458758141,247696692733,,46.5,,sale,success,2017-01-26
10190,211460036093,247698396669,,40.94,,sale,success,2017-01-26
10191,211464033789,247703180797,,42.0,,sale,success,2017-01-26
10192,211465016829,247704196605,,55.49,,sale,success,2017-01-26
10193,211470390781,247710651901,,35.48,,sale,success,2017-01-26
10194,211652417021,247930394109,,55.0,,sale,success,2017-01-27
10195,211471308285,247711864317,,28.55,,sale,success,2017-01-26
10196,211476715005,247720351229,,17.78,incorrect_zip,sale,failure,2017-01-27
10197,211476715005,247720547837,,17.78,,sale,success,2017-01-27
10198,211478615549,247722841597,,27.0,incorrect_zip,sale,failure,2017-01-27
10199,211478615549,247722939901,,27.0,,sale,success,2017-01-27
10200,211479238141,247723857405,,40.94,,sale,success,2017-01-27
10201,211480024573,247724643837,,168.0,,sale,success,2017-01-27
10202,211480614397,247725233661,,53.33,,sale,success,2017-01-27
10203,211485857277,247731262973,,60.0,,sale,success,2017-01-27
10204,211500897789,247750563325,,42.0,,sale,success,2017-01-27
10205,211502470653,247752594941,,103.0,,sale,success,2017-01-27
10206,211503126013,247753217533,,178.0,card_declined,sale,failure,2017-01-27
10207,211503126013,247753446909,,178.0,,sale,success,2017-01-27
10208,211508434429,247760754173,,163.0,,sale,success,2017-01-27
10209,211514693117,247767864829,,42.0,,sale,success,2017-01-27
10210,211533698557,247790802429,,27.0,,sale,success,2017-01-27
10211,211543823869,247801845245,,47.5,,sale,success,2017-01-27
10212,211544380925,247802500605,,29.5,,sale,success,2017-01-27
10213,211562206717,247823767037,,11.0,,sale,success,2017-01-27
10214,211571152381,247833433597,,33.94,,sale,success,2017-01-27
10215,211584030205,247849653757,,28.55,,sale,success,2017-01-27
10216,211588847101,247855257085,,11.31,,sale,success,2017-01-27
10217,211605165565,247874917885,,28.55,,sale,success,2017-01-27
10218,211619649021,247892055549,,17.0,,sale,success,2017-01-27
10219,211620304381,247892841981,,32.0,,sale,success,2017-01-27
10220,211635475965,247910274557,,37.0,,sale,success,2017-01-27
10221,211644487165,247921153533,,79.0,,sale,success,2017-01-27
10222,211665884669,247946483197,,26.0,,sale,success,2017-01-27
10223,211666146813,247946712573,,70.0,,sale,success,2017-01-27
10224,211684169213,247968175613,,200.0,,sale,success,2017-01-27
10225,211684169213,247968208381,,1.49,,sale,success,2017-01-27
10226,211697047037,247983674877,,50.64,,sale,success,2017-01-27
10227,211736106493,248028501501,,29.5,,sale,success,2017-01-27
10228,211759535613,248055862781,,33.94,,sale,success,2017-01-27
10229,211761731069,248058353149,,57.0,,sale,success,2017-01-27
10230,211811341821,248117007869,,11.31,,sale,success,2017-01-27
10231,211826808317,248135095805,,69.5,,sale,success,2017-01-27
10232,211839325693,248149677565,,42.0,,sale,success,2017-01-27
10233,211840243197,248150758909,,42.0,,sale,success,2017-01-27
10234,211855513085,248168912381,,67.3,,sale,success,2017-01-27
10235,211859248637,248173532669,,79.0,,sale,success,2017-01-27
10236,211882939901,248201713149,,34.0,,sale,success,2017-01-28
10237,211893982717,248215213565,,124.99,,sale,success,2017-01-28
10238,211950671357,248284648957,,55.5,,sale,success,2017-01-28
10239,211995104765,248336487933,,27.0,,sale,success,2017-01-28
10240,212030166525,248376301053,,52.0,,sale,success,2017-01-28
10241,212077909501,248431154685,,27.47,,sale,success,2017-01-28
10242,212082955773,248436889085,,153.22,,sale,success,2017-01-28
10243,212083545597,248437413373,,42.0,incorrect_zip,sale,failure,2017-01-28
10244,212083545597,248437642749,,42.0,,sale,success,2017-01-28
10245,212276516349,248641459709,,70.0,,sale,success,2017-01-28
10246,212279203325,248644343293,,24.0,,sale,success,2017-01-28
10247,212294604285,248662988285,,124.99,,sale,success,2017-01-28
10248,212296996349,248665183741,,42.0,card_declined,sale,failure,2017-01-28
10249,212296996349,248665806333,,42.0,,sale,success,2017-01-28
10250,212297586173,248665970173,,32.0,incorrect_zip,sale,failure,2017-01-28
10251,212297586173,248666166781,,32.0,incorrect_zip,sale,failure,2017-01-28
10252,212297586173,248666559997,,32.0,,sale,success,2017-01-28
10253,212299814397,248669017597,,43.85,,sale,success,2017-01-28
10254,212300797437,248670066173,,30.0,,sale,success,2017-01-28
10255,212304598525,248674424317,,37.17,,sale,success,2017-01-28
10256,212316001789,248688416253,,52.0,,sale,success,2017-01-28
10257,212324423165,248697918973,,42.0,card_declined,sale,failure,2017-01-28
10258,212324423165,248698344957,,42.0,,sale,success,2017-01-28
10259,212331697661,248706635261,,27.0,,sale,success,2017-01-28
10260,212333991421,248709158397,,59.0,,sale,success,2017-01-28
10261,212342740477,248720233981,,105.0,,sale,success,2017-01-28
10262,212344509949,248722527741,,69.5,,sale,success,2017-01-28
10263,212359026173,248741828093,,71.65,,sale,success,2017-01-28
10264,212359255549,248742123005,,33.94,,sale,success,2017-01-28
10265,212359288317,248742155773,,31.78,,sale,success,2017-01-28
10266,212364596733,248748479997,,44.71,,sale,success,2017-01-29
10267,212370167293,248757130749,,46.87,,sale,success,2017-01-29
10268,212370691581,248757786109,,68.2,,sale,success,2017-01-29
10269,212378031613,248768173565,,36.09,,sale,success,2017-01-29
10270,212434195965,248845374973,,75.0,,sale,success,2017-01-29
10271,212575065597,249004561917,,175.0,,sale,success,2017-01-29
10272,212592760317,249025140221,,52.0,,sale,success,2017-01-29
10273,212609308157,249045849597,,42.0,,sale,success,2017-01-29
10274,212631983613,249074128381,,31.78,,sale,success,2017-01-29
10275,212667536893,249119184381,,65.0,incorrect_zip,sale,failure,2017-01-29
10276,212667536893,249119905277,,65.0,,sale,success,2017-01-29
10277,212673074685,249126491645,,50.0,,sale,success,2017-01-29
10278,212680906237,249135797757,,101.0,,sale,success,2017-01-29
10279,212712199677,249172071933,,69.5,,sale,success,2017-01-29
10280,212721210877,249183704573,,38.5,,sale,success,2017-01-29
10281,212726814205,249190225405,,53.55,,sale,success,2017-01-29
10282,212730680829,249195107837,,41.48,,sale,success,2017-01-29
10283,212737562109,249203070461,,53.8,,sale,success,2017-01-29
10284,212806866429,249226073597,,50.0,incorrect_zip,sale,failure,2017-01-29
10285,212759352829,249229907453,,27.0,,sale,success,2017-01-29
10286,212764136957,249235412477,,52.0,,sale,success,2017-01-29
10287,212769248765,249241114109,,128.0,card_declined,sale,failure,2017-01-29
10288,212769248765,249241277949,,128.0,,sale,success,2017-01-29
10289,212779996669,249256121853,,27.0,,sale,success,2017-01-29
10290,212787271165,249269032445,,24.0,,sale,success,2017-01-29
10291,212787860989,249269949949,,183.0,,sale,success,2017-01-29
10292,212791662077,249274963453,,55.49,,sale,success,2017-01-29
10293,212806505981,249291904509,,11.31,,sale,success,2017-01-29
10294,212806866429,249292068349,,50.0,incorrect_zip,sale,failure,2017-01-29
10295,212806866429,249292363261,,50.0,,sale,success,2017-01-29
10296,212817253885,249304946173,,95.0,,sale,success,2017-01-29
10297,212821251581,249309763069,,132.86,,sale,success,2017-01-29
10298,212862211581,249364289021,,104.0,,sale,success,2017-01-30
10299,212864538109,249367238141,,27.0,,sale,success,2017-01-30
10300,212967396861,249496475133,,70.8,,sale,success,2017-01-30
10301,213013304829,249553884669,,68.2,,sale,success,2017-01-30
10302,213038372349,249586259453,,44.71,,sale,success,2017-01-30
10303,213048104445,249598252541,,88.0,,sale,success,2017-01-30
10304,213065733629,249619682813,,38.5,,sale,success,2017-01-30
10305,213073663485,249629840893,,137.4,,sale,success,2017-01-30
10306,213075432957,249631806973,,27.0,,sale,success,2017-01-30
10307,213084313085,249643308541,,11.0,,sale,success,2017-01-30
10308,213134317053,249700881917,,7.0,,sale,success,2017-01-30
10309,213134317053,249701701117,249700881917,7.0,,refund,success,2017-01-30
10310,213149128189,249718543869,,101.82,,sale,success,2017-01-30
10311,213152667133,249723065853,,42.0,,sale,success,2017-01-30
10312,213161219581,249733027325,,28.55,,sale,success,2017-01-30
10313,213189268989,249766680061,,43.85,,sale,success,2017-01-30
10314,213204735485,249785652733,,11.31,,sale,success,2017-01-30
10315,213206603261,249788143101,,44.71,,sale,success,2017-01-31
10316,213212337661,249795417597,,32.0,,sale,success,2017-01-31
10317,213218235901,249802331645,,36.09,,sale,success,2017-01-31
10318,209386640893,249884677629,244971083261,111.52,,sale,failure,2017-01-31
10319,213301630461,249907942909,,37.0,incorrect_zip,sale,failure,2017-01-31
10320,213301630461,249912792573,,37.0,,sale,success,2017-01-31
10321,213322995197,249942218237,,145.0,,sale,success,2017-01-31
10322,213354190333,249981113853,,91.22,,sale,success,2017-01-31
10323,213369132541,249999529469,,33.94,,sale,success,2017-01-31
10324,211485857277,250003658237,247731262973,37.5,,refund,success,2017-01-31
10325,211502470653,250004182525,247752594941,40.0,,refund,success,2017-01-31
10326,212082955773,250008147453,248436889085,56.25,,refund,success,2017-01-31
10327,211428742653,250010310141,247660877309,42.0,,refund,success,2017-01-31
10328,211413603837,250011063805,247643248125,38.5,,refund,success,2017-01-31
10329,211759535613,250012440061,248055862781,33.94,,refund,success,2017-01-31
10330,212082955773,250030790141,248436889085,33.94,,refund,success,2017-01-31
10331,213620987389,250255021565,,78.0,,sale,success,2017-01-31
10332,208647656957,250272585213,244107187709,31.24,,refund,success,2017-01-31
10333,213642286589,250280482301,,192.87,,sale,success,2017-01-31
10334,213647955453,250287265277,,32.0,,sale,success,2017-01-31
10335,214211368445,250855331325,,75.0,,sale,success,2017-02-01
10336,214385661437,251079038461,,67.0,,sale,success,2017-02-01
10337,214665598461,251492406781,,53.0,,sale,success,2017-02-01
10338,215009236477,251880936957,,36.75,,sale,success,2017-02-01
10339,215258633725,252321076733,,73.81,,sale,success,2017-02-01
10340,209444115965,252718257661,245037864445,116.0,,refund,success,2017-02-01
10341,189516289533,252724418045,221643937277,19.0,,refund,success,2017-02-01
10342,207478429181,252726711805,242774775293,35.56,,refund,success,2017-02-01
10343,209372845565,252728415741,244955289085,66.81,,refund,success,2017-02-01
10344,200621823485,252730578429,235285485053,136.0,,refund,success,2017-02-01
10345,190331065853,252732413437,222664496637,32.0,,refund,success,2017-02-01
10346,200086951421,252734182909,234622981629,79.0,,refund,success,2017-02-01
10347,199953978877,252736017917,234446788093,48.0,,refund,success,2017-02-01
10348,182450492925,252739360253,213089129981,108.0,,refund,success,2017-02-01
10349,199490311677,252741457405,233927677437,51.72,,refund,success,2017-02-01
10350,215577105917,252788381181,,83.0,,sale,success,2017-02-01
10351,215793243645,253007992317,,31.78,,sale,success,2017-02-01
10352,180966200829,253107803645,211277157885,80.5,,refund,success,2017-02-01
10353,215887943165,253110916605,,108.0,,sale,success,2017-02-01
10354,215904884221,253130020349,,192.87,,sale,success,2017-02-01
10355,350189524477,393492043261,,37.0,,sale,success,2017-02-11
10356,215981135357,253214529021,,45.0,,sale,success,2017-02-01
10357,215984870909,253218887165,,79.0,,sale,success,2017-02-01
10358,215999550973,253234943485,,21.01,incorrect_zip,sale,failure,2017-02-01
10359,215999550973,253235271165,,21.01,,sale,success,2017-02-01
10360,216000697853,253236516349,,24.0,,sale,success,2017-02-01
10361,216050734589,253297628669,,55.49,,sale,success,2017-02-01
10362,216271459837,253529724413,,33.94,,sale,success,2017-02-02
10363,216343123453,253602010621,,28.55,,sale,success,2017-02-02
10364,216593110525,253871724029,,42.0,,sale,success,2017-02-02
10365,216647898621,253937292797,,50.64,,sale,success,2017-02-02
